MS SubClass,MS Zoning,Lot Area,Neighborhood,Overall Qual,Year Built,Gr Liv Area,Bsmt Full Bath,Full Bath,Bedroom AbvGr,Garage Cars,Garage Area,SalePrice
50,RM,6240,BrkSide,6,1938,1409,1,1,3,2,528,126000
50,RM,6240,BrkSide,5,1939,1322,1,1,4,1,280,132000
50,RM,6240,BrkSide,5,1930,1426,0,1,3,1,230,131750
50,RM,6120,BrkSide,5,1926,1281,1,1,2,2,379,132500
70,RM,6120,BrkSide,5,1920,1513,0,1,4,1,180,137500
45,RM,6120,BrkSide,7,1929,854,0,1,2,2,576,132000
50,RM,6240,BrkSide,6,1931,1367,0,1,3,1,560,127500
30,RM,6180,BrkSide,6,1926,986,0,1,2,1,180,102000
70,RM,7755,OldTown,6,1918,2264,0,2,4,1,408,200000
70,RL,13515,BrkSide,6,1919,1824,0,1,3,2,520,180500
50,RL,8850,BrkSide,6,1920,1376,0,1,3,2,576,165000
50,RL,8550,BrkSide,5,1926,1316,0,1,4,2,576,90000
70,RL,8730,BrkSide,6,1915,1396,0,1,3,1,384,153575
70,RM,5700,OldTown,7,1929,1344,1,1,3,2,456,140000
50,RM,8520,OldTown,6,1916,2526,0,2,5,1,216,136000
45,RM,5680,OldTown,5,1901,1173,0,2,3,1,240,113000
50,RM,5680,OldTown,5,1901,1214,0,1,2,1,216,117000
50,RM,7758,IDOTRR,7,1931,1818,0,1,4,1,240,169500
45,RM,7449,IDOTRR,7,1930,1108,0,1,3,1,280,139400
80,RM,13200,IDOTRR,6,1963,2294,0,3,5,2,658,202500
70,RM,6882,IDOTRR,6,1914,1355,0,1,3,0,0,127000
50,RM,9000,IDOTRR,6,1937,1375,0,1,3,1,544,141000
60,RM,9780,IDOTRR,7,1950,1952,0,1,4,1,299,212300
50,RM,10320,IDOTRR,6,1915,2180,0,1,3,2,720,161000
190,RM,4330,IDOTRR,4,1958,1315,1,2,3,2,436,99500
75,RM,7200,IDOTRR,5,1920,1111,0,1,3,1,288,101000
30,RM,4800,IDOTRR,4,1916,1196,1,1,2,2,440,109900
50,RM,12358,OldTown,5,1941,1382,0,1,2,2,660,128500
190,RM,10120,OldTown,7,1910,1889,0,1,4,1,308,122000
45,RM,4388,OldTown,5,1930,840,0,1,3,0,0,87000
50,RM,10320,IDOTRR,4,1910,1484,0,2,3,1,264,50000
70,RL,12888,Sawyer,7,1937,2267,1,1,3,2,498,219000
50,RL,18030,ClearCr,5,1946,3086,0,3,3,0,0,200500
50,RL,8160,Edwards,5,1940,1134,1,1,3,1,240,126000
190,RL,4484,SWISU,5,1942,1282,1,1,2,1,240,108500
190,RL,11235,Sawyer,5,1963,999,1,1,3,1,308,130000
85,RL,11235,Sawyer,5,1964,1452,1,1,2,2,572,158450
20,RL,14299,Sawyer,4,1964,1005,1,1,3,2,440,115400
20,RL,7943,Sawyer,4,1961,1029,1,1,3,1,261,118500
80,RL,14149,Sawyer,5,1964,1020,0,2,3,2,528,165000
20,RL,11677,Sawyer,5,1966,1040,1,1,3,1,264,123000
85,RL,8400,Sawyer,6,1966,913,1,1,3,1,240,129000
20,RL,7094,Sawyer,5,1966,894,0,1,3,1,384,125000
20,RL,8978,Sawyer,5,1968,948,0,1,3,1,300,108000
190,RL,8425,Sawyer,5,1971,868,1,1,2,2,576,119900
20,RL,8665,Sawyer,5,1968,897,0,1,3,1,264,115000
20,RL,8398,Sawyer,5,1967,943,1,1,2,2,528,134500
20,RL,7742,Sawyer,5,1966,955,1,1,3,1,386,127000
20,RL,8724,Sawyer,5,1968,894,0,1,3,2,450,129000
20,RL,8197,Sawyer,6,1977,1285,0,1,3,2,528,143500
20,RL,8169,Sawyer,5,1966,912,1,1,3,1,315,129000
20,RL,14175,Sawyer,5,1956,1375,1,1,3,1,323,187000
60,RL,16779,Sawyer,5,1920,2654,0,3,4,2,638,158000
30,RL,25339,Sawyer,5,1918,1416,0,2,3,2,576,112000
50,RL,6960,Sawyer,7,1940,1302,0,1,2,1,224,165250
20,RL,11375,Sawyer,6,1954,1299,0,1,3,2,494,150000
20,RL,13770,Sawyer,5,1958,1176,1,1,3,1,303,137000
20,RL,9000,Sawyer,4,1945,998,0,1,3,2,460,89500
20,RL,115149,ClearCr,7,1971,1824,1,2,2,2,739,302000
20,RL,11075,ClearCr,6,1984,1522,0,2,3,2,552,182000
60,RL,10029,ClearCr,6,1988,2060,0,2,4,2,521,211000
20,RL,17541,Edwards,5,1948,1325,0,2,3,2,576,216000
20,RL,22692,Edwards,5,1953,1630,0,2,3,2,649,130000
20,RL,17808,Edwards,4,1946,1242,0,1,2,1,336,109900
20,RL,12671,ClearCr,6,1954,2422,0,3,4,2,527,255000
20,RL,12615,Edwards,6,1950,2158,1,2,4,2,576,243000
50,RL,10512,Edwards,6,1954,1626,0,1,3,1,332,154000
20,RL,5400,SWISU,5,1958,864,0,1,3,1,399,118000
30,RL,11515,Edwards,4,1958,943,0,1,3,1,308,80000
90,RL,7711,Edwards,4,1977,1440,2,2,4,0,0,150000
30,RL,9098,Edwards,4,1920,605,1,1,2,0,0,86000
120,RL,3869,Edwards,5,1984,1038,0,2,2,1,264,130000
20,RL,9280,Edwards,5,1951,1342,1,1,4,1,256,125000
50,RL,11100,Edwards,5,1951,1480,1,1,4,1,253,136500
50,RL,7550,Edwards,4,1920,1362,0,2,4,1,280,96000
20,RL,9060,Edwards,5,1957,1340,0,1,3,1,252,120000
50,RL,23920,SawyerW,6,1984,1822,0,2,4,2,515,228500
20,RL,10357,SawyerW,7,1990,1442,1,2,3,2,719,179900
60,RL,13474,SawyerW,7,1990,2243,1,2,4,3,746,225000
60,RL,10380,SawyerW,7,1986,2730,1,2,4,2,576,301000
60,RL,13125,SawyerW,7,1991,2127,1,2,4,3,833,238000
60,RL,11287,SawyerW,7,1989,1982,0,2,3,2,575,228500
60,RL,9317,SawyerW,7,1994,1958,1,2,3,2,499,220000
60,RL,9965,CollgCr,7,2007,2696,1,2,4,3,792,383970
60,RL,9965,CollgCr,8,2006,2828,1,3,4,3,1052,424870
20,RL,9178,CollgCr,8,2007,1651,0,2,3,3,870,250000
20,RL,10481,CollgCr,8,2006,2140,0,2,3,3,894,360000
20,RL,10652,CollgCr,7,2006,1494,0,2,3,3,840,279500
20,RL,11175,CollgCr,7,2007,1316,0,2,3,2,440,200141
20,RL,10235,CollgCr,8,2007,1651,0,2,3,3,870,246500
60,RL,9588,CollgCr,8,2007,2574,0,2,3,3,868,276000
20,RL,8814,CollgCr,7,2005,1274,1,2,3,2,508,203000
60,RL,11103,CollgCr,7,2006,1456,0,2,3,2,440,155835
20,RL,8556,CollgCr,7,2006,1240,0,2,2,3,826,194000
20,RL,6762,CollgCr,7,2007,1208,1,2,2,2,628,195400
20,RL,11750,CollgCr,7,2005,1546,0,2,3,3,796,217000
20,RL,8760,CollgCr,8,2006,1500,0,2,3,2,674,212999
20,RL,7242,CollgCr,7,2005,1270,0,2,2,2,524,175900
60,RL,9316,CollgCr,7,2005,1795,0,2,3,2,578,191000
20,RL,9317,CollgCr,6,2006,1314,0,2,3,2,440,176432
60,RL,14364,SawyerW,7,1988,2062,1,2,3,2,454,277000
60,RL,8883,SawyerW,7,1988,1873,1,2,3,2,619,207000
50,RL,159000,ClearCr,6,1958,2144,0,2,4,2,389,277000
60,RL,53107,ClearCr,6,1992,1953,1,2,3,2,501,240000
60,RL,12205,ClearCr,6,1966,2087,0,2,5,2,444,187500
20,RL,20064,ClearCr,8,1976,1743,2,0,0,2,529,279000
20,RL,14217,CollgCr,5,1994,1022,0,1,3,2,747,139500
20,RL,8775,CollgCr,5,1994,990,0,1,3,1,299,126000
20,RL,11249,CollgCr,6,1995,1200,1,2,3,2,521,177500
60,RL,10021,CollgCr,6,1997,1308,1,2,3,2,497,175000
60,RL,9531,CollgCr,6,1998,1796,1,2,3,2,546,211000
20,RL,8428,CollgCr,5,1994,990,1,1,3,1,384,146000
20,RL,16561,CollgCr,5,1996,1097,1,1,3,1,242,147900
20,RL,8070,CollgCr,4,1994,990,1,1,3,0,0,123600
60,RL,9337,CollgCr,6,1997,1786,1,2,3,2,684,204750
60,RL,10820,CollgCr,7,1999,1873,0,2,3,2,597,235500
60,RL,12352,CollgCr,7,1998,1753,1,2,3,2,534,217000
60,RL,9543,CollgCr,7,2001,1690,0,2,3,2,517,190550
60,RL,8826,CollgCr,7,2000,1842,1,2,3,2,486,217500
20,RL,10665,CollgCr,7,2003,1479,1,2,3,2,558,226000
60,RL,11317,CollgCr,7,2003,1668,0,2,3,2,500,180000
20,RL,11800,CollgCr,5,1974,894,0,1,3,2,440,131000
80,RL,8660,CollgCr,5,1976,1025,0,2,3,2,370,153500
80,RL,9720,CollgCr,5,1977,1009,0,2,3,2,576,160000
20,RL,8982,CollgCr,5,1977,1040,0,1,3,2,748,134900
20,RL,16300,CollgCr,5,1977,907,1,1,3,1,308,130000
20,RL,9675,CollgCr,5,1975,879,0,1,3,2,440,120000
20,RL,7700,CollgCr,5,1972,882,1,1,3,2,461,112500
20,RL,10356,CollgCr,5,1975,969,0,1,3,2,440,122000
20,RL,7200,CollgCr,5,1972,864,1,1,3,2,576,127000
20,RL,7200,CollgCr,4,1972,875,0,1,3,2,728,117000
20,RL,10386,CollgCr,8,2004,2000,1,2,3,3,888,305900
60,RL,9375,CollgCr,8,2002,2169,0,2,3,2,647,228500
20,RL,11354,CollgCr,7,2000,1673,1,2,3,2,583,270000
20,RL,8749,CollgCr,7,2002,1459,0,2,3,2,527,192000
60,RL,8749,CollgCr,7,2003,1932,1,2,3,2,610,213000
60,RL,8158,CollgCr,7,2002,1729,0,2,3,2,542,200000
60,RL,16226,CollgCr,8,1998,2452,0,2,4,2,683,267000
20,RL,11927,CollgCr,8,1994,1592,0,2,3,2,484,228000
60,RL,12728,CollgCr,8,2001,2439,1,2,4,2,560,275000
60,RL,15295,CollgCr,7,1996,1992,1,2,3,2,608,211000
20,RL,11248,CollgCr,9,2002,1668,1,2,3,3,702,285000
60,RL,10000,CollgCr,8,1995,2090,1,2,3,2,556,240000
120,RM,4435,CollgCr,6,2003,848,1,1,1,2,420,131500
20,RL,17227,CollgCr,8,1999,1341,1,1,1,2,482,246900
60,RL,8200,CollgCr,7,2003,1928,0,2,4,2,434,219500
20,RL,8450,CollgCr,7,2003,1337,1,2,3,2,531,185000
60,RL,8145,CollgCr,7,2007,1476,0,2,3,2,552,179400
60,RL,9245,CollgCr,7,2006,1797,0,2,3,2,639,213500
20,RL,8500,CollgCr,7,2004,1422,0,2,3,2,626,179600
20,RL,8769,CollgCr,7,2005,1190,1,2,2,2,578,173500
20,RL,8334,CollgCr,6,2006,1330,0,2,3,2,437,167840
60,RL,8333,CollgCr,7,2006,1491,0,2,3,2,484,168675
60,RL,9045,CollgCr,5,2005,1536,0,2,3,2,400,167000
20,RL,9170,Edwards,5,1965,1214,1,1,2,2,461,140000
85,RL,9825,Edwards,5,1967,936,1,1,2,1,384,118500
20,RL,8308,Edwards,4,1963,1088,0,1,2,2,520,110000
20,RL,10921,Edwards,4,1965,960,1,1,3,1,432,94750
50,RL,16287,Edwards,5,1925,1351,1,1,3,2,576,122000
20,RL,8240,Edwards,6,1960,1179,0,1,2,2,622,110000
90,RL,11841,Edwards,6,1990,816,1,1,3,0,0,118500
80,RL,6285,Edwards,6,1976,1044,1,1,3,2,528,133500
20,RL,7917,Edwards,6,1976,1113,1,1,3,1,504,148000
90,RL,9555,Edwards,5,1979,2233,0,2,5,2,579,141000
20,RL,8536,Edwards,5,2006,1125,0,1,2,2,430,155000
20,RL,7024,Edwards,5,2005,1090,1,1,2,2,450,157000
60,RL,7023,Edwards,5,2005,1408,1,2,3,2,489,171500
20,RL,39290,Edwards,10,2008,5095,1,2,2,3,1154,183850
60,RL,40094,Edwards,10,2007,4676,1,3,3,3,884,184750
180,RM,3675,Edwards,6,2005,1072,1,1,2,2,525,140000
20,RL,6400,Edwards,5,1959,960,1,1,2,1,392,131750
90,RL,6882,Edwards,4,1955,1152,0,2,2,0,0,61500
20,RL,10215,Edwards,4,1954,948,0,1,3,1,248,111000
90,RL,8741,Edwards,5,1946,1195,0,2,4,0,0,98500
30,RH,4270,Edwards,3,1931,774,0,1,3,0,0,79000
40,RL,10042,Edwards,6,1920,865,1,1,2,1,216,108500
20,RL,9450,Edwards,4,1954,894,0,1,3,2,400,110000
50,RL,11767,Edwards,4,1910,1346,0,1,2,1,384,112000
20,RL,8172,Edwards,4,1955,768,0,1,2,1,355,125000
20,RL,8172,Edwards,4,1955,864,1,1,3,2,528,79275
20,RL,8190,Edwards,4,1954,948,1,1,3,1,280,119000
190,RH,10896,SWISU,6,1914,3395,0,2,8,0,0,200000
90,RL,10890,SWISU,5,1923,2592,2,2,6,0,0,150000
70,RL,10592,Crawfor,6,1923,1502,0,1,3,1,180,165000
45,RL,10594,Crawfor,5,1926,789,0,1,2,1,200,96500
30,RL,7223,Crawfor,5,1926,1422,0,1,3,1,352,136500
50,RL,6821,Crawfor,6,1921,1298,0,2,2,1,240,146500
50,RL,7200,SWISU,5,1937,1768,1,1,3,1,240,175000
70,RL,4000,Crawfor,7,1930,1098,1,1,2,1,216,148500
70,RL,6720,Crawfor,6,1921,1436,0,1,3,1,228,141500
50,RL,7642,Crawfor,7,1918,1426,0,1,3,1,216,189950
70,RL,7155,Crawfor,6,1926,1461,0,1,3,1,225,135000
75,RL,7128,Crawfor,7,1941,1646,0,2,4,1,240,164000
30,RL,4280,Crawfor,5,1913,694,0,1,2,1,352,90350
50,RL,5362,Crawfor,5,1910,1250,0,2,3,2,552,139000
30,RL,6305,Crawfor,5,1938,954,0,1,2,1,240,119750
90,RH,7136,Crawfor,6,1946,1958,0,2,4,2,492,145000
90,RH,6270,Crawfor,5,1949,2002,0,2,4,3,871,145000
70,RL,7230,Crawfor,7,1927,1718,0,2,4,2,264,238000
20,RL,13108,Crawfor,5,1951,1226,0,1,2,2,400,153500
70,RL,22420,Crawfor,6,1918,2624,1,2,4,3,864,239000
70,RL,12168,Crawfor,8,1934,3194,0,2,4,2,380,359100
50,RL,7810,Crawfor,4,1930,1755,0,2,4,1,231,188000
50,RL,11275,Crawfor,6,1932,1991,0,1,3,2,432,220000
190,RL,6221,Crawfor,5,1941,1355,0,2,3,2,528,140000
70,RL,10570,Crawfor,8,1932,2727,0,2,3,2,440,315000
70,RL,7259,Crawfor,6,1945,2320,1,2,3,1,180,259500
20,RL,14442,Crawfor,6,1957,1839,1,2,3,2,416,257500
70,RL,13125,Crawfor,7,1940,1740,0,1,3,1,240,219500
20,RL,21000,Crawfor,6,1953,2259,1,2,3,2,450,217000
20,RL,25485,Crawfor,6,1960,1560,0,1,3,2,580,201000
20,RL,21579,Crawfor,6,1968,1488,0,2,3,2,552,215000
160,RM,1782,Blueste,6,1980,1045,0,1,2,2,462,123900
20,RL,17871,Crawfor,4,1995,1680,0,2,4,2,628,170000
120,RM,3907,Blueste,8,1988,1020,1,1,1,2,509,200000
20,RL,20693,Crawfor,7,1971,1696,0,2,3,2,625,198000
20,RL,32668,Crawfor,6,1957,2515,1,3,4,2,484,200624
20,RL,18044,Crawfor,8,1986,2726,0,2,2,2,691,315000
50,RM,8500,IDOTRR,5,1919,1517,0,2,3,0,0,115000
50,RM,7000,IDOTRR,6,1940,1215,0,1,3,2,720,141000
45,RM,5000,IDOTRR,5,1941,803,0,1,2,2,360,87000
50,RM,7288,IDOTRR,5,1925,1601,0,2,3,0,0,129850
50,RM,6060,IDOTRR,4,1939,1123,0,1,3,1,264,100000
70,RM,9060,IDOTRR,5,1923,1828,0,2,3,,,150909
30,RM,3672,IDOTRR,5,1922,816,0,1,2,1,100,75200
30,RM,8263,IDOTRR,6,1920,1012,0,1,2,1,308,118400
30,RM,8967,IDOTRR,5,1920,1077,0,1,2,1,338,67000
50,RM,13710,IDOTRR,5,1950,1558,0,1,4,1,282,152000
50,RM,11067,IDOTRR,2,1939,845,0,1,1,1,256,68104
190,C (all),8250,IDOTRR,5,1895,1991,0,2,4,0,0,119600
20,C (all),6565,IDOTRR,4,1957,1073,1,1,3,2,720,140000
30,C (all),6060,IDOTRR,5,1930,1001,0,1,2,1,216,124900
120,RM,5568,Crawfor,8,2006,1625,1,2,2,2,495,375000
120,RM,4750,Crawfor,8,2006,1625,1,2,2,2,538,235000
85,RL,12150,Mitchel,6,1979,1299,1,2,2,2,486,183500
85,RL,7540,Mitchel,6,1978,912,1,1,2,2,470,156000
20,RL,9187,Mitchel,6,1983,1080,0,1,3,2,484,134000
20,RL,10000,Mitchel,5,2002,1392,0,2,3,3,650,215000
20,RL,12864,Mitchel,7,2002,1409,1,1,1,2,576,245000
20,RL,9928,Mitchel,7,1991,1478,1,2,3,2,506,210000
80,RL,8750,Mitchel,7,1975,918,0,1,3,1,360,148000
85,RL,8410,Mitchel,6,1974,1026,1,1,2,2,528,143000
120,RL,4054,Timber,7,1987,1501,1,2,2,2,512,244000
120,RM,9763,GrnHill,7,1998,1502,1,1,1,1,286,330000
20,RL,16905,Timber,5,1959,1328,0,1,2,1,308,170000
20,RL,19958,Timber,6,1958,2279,0,2,4,2,461,257000
20,RL,8368,Timber,7,2006,1689,0,2,3,2,433,231713
20,RL,8298,Timber,8,2006,1564,0,2,2,2,502,267300
20,RL,9037,Timber,8,2006,1484,0,2,2,2,472,265900
20,RL,10991,Timber,8,2007,1571,0,2,3,3,722,239000
20,RL,10656,Timber,8,2006,1646,0,2,3,3,870,248900
20,RL,10331,Timber,7,1985,1240,0,2,3,2,528,174000
50,RL,13758,Timber,7,1990,1717,0,2,3,2,400,187500
60,RL,9303,Timber,6,1996,1756,1,2,3,2,422,204000
20,RL,6718,Timber,8,2001,1312,0,2,2,2,471,180500
80,RL,9590,Timber,7,2003,1146,1,2,3,2,438,187500
20,RL,11305,Timber,8,2002,1922,1,2,2,3,692,282000
20,RL,7777,Timber,6,1996,1491,0,2,3,2,571,178000
20,RL,14536,Timber,8,2002,1629,1,2,3,3,808,270000
60,RL,11800,Timber,7,2003,2486,1,3,5,2,452,279900
20,RL,35133,Timber,5,1963,1572,1,1,3,3,995,186700
20,RL,15306,Timber,8,2006,1776,1,2,3,3,712,283463
20,RL,12633,Timber,10,2006,1824,0,2,3,3,932,392000
60,RL,12665,Timber,8,2005,2482,0,2,4,3,642,281213
20,RL,8402,Mitchel,5,2007,1120,0,1,3,0,0,147000
20,RL,43500,Mitchel,3,1953,2034,0,1,2,4,1041,130000
120,RM,6710,Mitchel,6,1996,936,2,0,0,2,460,140000
20,RL,25286,Mitchel,4,1963,1040,1,1,3,2,648,132250
90,RL,25000,Mitchel,5,1967,1632,0,2,4,2,576,143000
190,RL,32463,Mitchel,4,1961,1622,1,1,3,4,1356,168000
120,RM,4224,MeadowV,5,1976,1060,1,1,3,2,572,129900
120,RM,4224,MeadowV,5,1976,1142,1,1,3,2,528,134000
160,RM,1504,MeadowV,4,1972,1092,0,1,3,1,253,85500
180,RM,1533,MeadowV,4,1970,992,1,1,2,1,297,106500
160,RM,1495,MeadowV,4,1970,1092,0,1,3,0,0,93900
160,RM,2001,MeadowV,4,1970,1092,0,1,3,1,286,75000
180,RM,1936,MeadowV,4,1970,630,1,1,1,0,0,84500
160,RM,1890,MeadowV,4,1976,1092,0,1,3,1,286,75190
80,RL,11333,Mitchel,6,1976,1062,1,1,3,2,539,146800
85,RL,9129,Mitchel,5,1977,1008,1,1,1,2,678,153500
80,RL,15957,Mitchel,6,1977,1356,2,2,3,2,528,188000
20,RL,33983,Mitchel,5,1977,1676,1,1,3,2,672,196000
60,RL,8286,Mitchel,5,1977,1432,1,1,3,2,531,157000
85,RL,6723,Mitchel,5,1971,796,0,1,2,0,0,138000
85,RL,7244,Mitchel,5,1970,768,1,1,2,2,624,129500
20,RL,27697,Mitchel,4,1961,1608,0,1,3,1,444,80000
20,RL,7599,Mitchel,4,1982,845,1,1,2,2,360,129500
20,RL,11000,Mitchel,5,1976,1178,1,1,3,2,502,135000
20,RL,8314,Mitchel,5,1982,816,0,1,2,1,264,124500
20,RL,11625,Mitchel,5,1983,816,1,1,2,1,264,139000
20,RL,10712,Mitchel,5,1991,974,0,1,3,0,0,93500
20,RL,10447,Mitchel,5,1984,887,0,1,3,1,288,124500
20,RL,11027,NAmes,6,1954,1293,1,2,2,2,452,149900
20,RL,10533,NAmes,6,1956,1024,1,1,2,1,313,157500
20,RL,11765,NAmes,5,1957,1797,0,1,3,3,963,169000
20,RL,39384,NAmes,6,1957,1390,1,1,1,2,550,252000
20,RL,11727,NAmes,7,1969,1851,0,2,3,2,506,192100
60,RL,8238,Gilbert,6,1997,1525,1,2,3,2,400,183500
60,RL,13006,Gilbert,7,1997,2236,0,2,4,2,642,222000
60,RL,13041,Gilbert,6,1995,1671,0,2,3,2,423,170000
60,RL,13031,Gilbert,6,1995,1498,0,2,3,2,409,187500
60,RL,9783,Gilbert,6,1996,1776,0,2,3,2,443,202000
60,RL,11207,Gilbert,6,1997,1511,1,2,3,2,413,185000
60,RL,19378,Gilbert,7,2005,2462,1,2,4,2,576,320000
20,RL,14859,Gilbert,7,2006,1670,0,2,3,3,690,240000
60,RL,13128,Gilbert,8,2005,2064,0,2,4,2,527,250000
60,RL,10463,Gilbert,8,2005,1801,0,2,3,3,800,239900
60,RL,13751,Gilbert,7,2005,2212,1,2,3,3,773,309000
60,RL,23257,Gilbert,7,2006,2021,0,2,3,2,422,274725
160,RL,13108,StoneBr,8,1994,2687,0,2,4,2,618,270000
20,RL,8076,Gilbert,6,1993,1169,0,2,3,2,402,183500
60,RL,7685,Gilbert,6,1993,1501,0,2,3,2,420,165600
60,RL,9084,Gilbert,7,1998,1632,0,2,3,2,462,176500
120,RL,3701,StoneBr,8,1987,1204,0,2,2,2,461,130000
160,RL,5306,StoneBr,7,1987,1767,1,2,2,2,504,239000
120,RL,6563,StoneBr,8,1985,1742,1,2,2,2,564,275000
60,RL,16023,StoneBr,9,2005,2798,1,3,3,3,670,457347
60,RL,18062,StoneBr,10,2006,3390,0,3,5,3,758,545224
60,RL,12292,StoneBr,9,2006,2473,0,2,4,3,675,356383
60,RL,16056,StoneBr,9,2005,2868,0,3,4,3,716,556581
60,RL,12438,StoneBr,8,2006,2576,0,2,4,3,666,361919
60,RL,16052,StoneBr,10,2006,2698,1,2,4,3,736,535000
60,RL,15922,StoneBr,9,2005,2795,0,3,4,3,660,401179
60,RL,13682,StoneBr,10,2006,2945,0,3,3,3,641,438780
60,RL,14762,Gilbert,5,1948,2320,0,2,2,2,672,169000
190,RL,34650,Gilbert,5,1955,1056,1,1,3,2,572,145000
120,RL,8147,StoneBr,9,2005,1714,1,2,2,2,517,318000
20,RL,11302,StoneBr,8,2005,1826,1,2,3,3,758,319000
20,RL,18261,StoneBr,9,2005,2000,1,2,3,3,722,470000
20,RL,14145,NWAmes,7,1984,1621,1,2,3,2,440,202500
50,RL,13837,NWAmes,7,1988,2183,0,2,4,3,786,229000
60,RL,16659,NWAmes,7,1977,2263,1,2,3,2,539,235000
60,RL,18800,NWAmes,6,1976,1574,1,2,3,2,566,190000
85,RL,10464,NWAmes,6,1980,1102,1,1,2,2,582,169000
20,RL,10400,NWAmes,7,1988,1872,0,2,3,2,604,241500
60,RL,10530,NWAmes,7,1978,1857,0,2,4,2,482,188900
20,RL,10240,NWAmes,6,1980,1686,1,2,3,2,612,207500
60,RL,16692,NWAmes,7,1978,2784,1,3,5,2,564,250000
60,RL,11475,NWAmes,6,1975,1552,1,2,3,2,434,179900
85,RL,9927,NWAmes,7,1976,1083,1,1,2,2,596,172000
60,FV,9512,Somerst,7,2005,2318,1,2,3,2,541,294323
80,RL,10530,NWAmes,6,1975,1875,0,3,3,2,485,184500
20,RL,10140,NWAmes,5,1975,1074,1,1,3,2,495,153500
60,RL,10140,NWAmes,7,1976,1664,0,2,4,2,528,162900
20,RL,10140,NWAmes,6,1974,1309,1,1,3,2,484,181000
20,RL,10000,NWAmes,6,1974,1103,0,2,3,2,462,155000
20,RL,15870,NAmes,5,1969,1096,1,1,3,1,299,138800
20,RL,9353,NAmes,4,1970,864,0,1,3,1,280,116050
20,RL,8125,NAmes,4,1971,858,0,1,3,0,0,88000
20,RL,7200,NAmes,4,1971,874,0,1,3,2,576,97500
120,RH,8773,NAmes,6,2002,1419,1,2,2,2,543,190000
160,RM,2760,BrDale,6,1973,1092,0,1,3,2,440,105500
160,RM,2160,BrDale,5,1973,1365,0,1,3,2,440,125500
160,RM,1953,BrDale,6,1973,987,0,1,2,1,264,83000
160,RM,1890,BrDale,6,1972,1030,0,1,3,1,264,116000
160,RM,1680,BrDale,6,1971,1218,0,1,3,0,0,91500
160,RM,1680,BrDale,6,1972,1218,0,1,3,1,264,118000
160,RM,1680,BrDale,6,1972,948,0,1,2,1,264,89000
160,RM,1680,BrDale,6,1972,1092,0,1,3,1,264,108000
160,RM,1680,BrDale,6,1972,987,0,1,2,1,288,94500
120,RL,4043,NPkVill,6,1975,1069,0,2,2,2,440,146300
20,RL,7514,NAmes,5,1967,1387,1,1,3,1,300,145000
85,RL,7838,NAmes,5,1967,900,1,1,3,1,288,123000
120,RL,2280,NPkVill,7,1976,1055,1,2,2,1,319,137500
160,RL,2179,NPkVill,6,1976,1456,0,2,3,2,460,144000
20,RL,16737,NridgHt,9,2004,1980,1,2,3,3,770,315000
60,RL,16387,NridgHt,9,2006,2589,1,2,4,3,831,412083
60,RL,16259,NridgHt,9,2006,2596,0,3,4,3,840,342643
20,RL,16163,NridgHt,8,2004,1618,0,2,2,3,880,252000
20,RL,13891,NridgHt,10,2006,2076,1,2,2,3,850,465000
20,RL,12228,NridgHt,7,2006,1740,0,2,4,3,874,293000
20,RL,14780,NridgHt,9,2005,1868,1,2,2,3,1085,415000
20,RL,16033,NridgHt,9,2004,1850,1,2,3,3,772,326000
60,RL,14215,NridgHt,8,2005,2376,0,3,4,3,853,325300
60,RL,13418,NridgHt,8,2004,2452,0,3,4,3,691,309000
60,RL,13975,NridgHt,9,2005,2206,0,2,4,3,670,300000
60,RL,10240,NridgHt,8,2005,2098,0,2,3,3,878,275500
60,RL,9942,NridgHt,9,2005,2091,1,2,3,2,521,338500
60,RL,11924,NridgHt,9,2005,2324,1,3,4,3,736,345000
60,RL,12867,NridgHt,8,2005,2253,0,2,3,2,575,344133
60,RL,10672,NridgHt,8,2006,2389,0,2,4,3,672,298236
60,RL,11643,NridgHt,8,2005,2358,1,2,4,3,784,329900
20,RL,12378,NridgHt,9,2003,1944,1,2,3,3,708,360000
60,RL,11065,NridgHt,8,2006,1970,0,2,3,3,753,281000
20,RL,13758,NridgHt,9,2005,1792,1,2,2,3,925,372397
20,RL,14828,NridgHt,9,2004,1780,1,2,2,3,816,378000
20,RL,11846,NridgHt,9,2003,1792,1,2,2,3,874,374000
60,RL,20431,NridgHt,9,2005,2728,1,2,4,3,706,437154
60,RL,10927,NridgHt,8,2005,1904,1,2,3,2,736,275000
60,RL,13215,NridgHt,8,2004,1914,1,2,3,3,746,279000
120,RL,7052,NridgHt,7,2005,1364,1,2,2,2,484,185850
120,RL,5911,NridgHt,9,2005,1565,1,2,2,2,556,282500
120,RL,6955,NridgHt,7,2005,1368,0,2,2,2,474,202500
120,RL,6792,NridgHt,7,2005,1368,0,2,2,2,474,202665
20,RL,7740,NridgHt,9,2006,1686,1,2,1,3,899,332200
120,RL,6373,NridgHt,9,2006,1666,1,2,2,2,575,310090
120,RL,3136,NridgHt,7,2003,1405,0,2,2,2,478,171750
20,RL,10237,Gilbert,6,2005,1316,0,2,3,2,397,169990
60,RL,10237,Gilbert,6,2005,1456,0,2,3,2,390,170440
60,RL,10237,Gilbert,7,2006,1492,0,2,3,2,440,169985
60,RL,17104,Gilbert,7,2006,1496,1,2,3,2,426,179665
